薈	荟
誨	诲
檜	桧
燴	烩
賄	贿
穢	秽
繢	缋
毀	毁
葷	荤
閽	阍
渾	浑
餛	馄
諢	诨
鍃	锪
鈥	钬
貨	货
獲	获
禍	祸
鑊	镬
譏	讥
擊	击
嘰	叽
飢	饥
饑	饥
機	机
璣	玑
磯	矶
雞	鸡
鷄	鸡
跡	迹
積	积
勣	绩
績	绩
緝	缉
賫	赍
齎	赍
躋	跻
齏	齑
羈	羁
級	级
極	极
輯	辑
幾	几
蟣	虮
擠	挤
計	计
記	记
紀	纪
際	际
劑	剂
嚌	哜
濟	济
繼	继
覬	觊
薊	蓟
霽	霁
鱭	鲚
鯽	鲫
驥	骥
夾	夹
浹	浃
鎵	镓
郟	郏
莢	荚
鋏	铗
蛺	蛱
頰	颊
賈	贾
鉀	钾
價	价
駕	驾
戔	戋
姦	奸
堅	坚
殲	歼
間	间
艱	艰
監	监
箋	笺
緘	缄
縑	缣
鰹	鲣
鶼	鹣
韉	鞯
揀	拣
梘	枧
儉	俭
繭	茧
撿	捡
筧	笕
減	减
檢	检
瞼	睑
襇	裥
鐧	锏
簡	简
譾	谫
戩	戬
見	见
餞	饯
劍	剑
薦	荐
賤	贱
澗	涧
艦	舰
漸	渐
諫	谏
濺	溅
踐	践
鑒	鉴
鍵	键
檻	槛
薑	姜
將	将
漿	浆
繮	缰
韁	缰
講	讲
獎	奖
槳	桨
蔣	蒋
絳	绛
醬	酱
嬌	娇
澆	浇
驕	骄
膠	胶
鮫	鲛
鷦	鹪
僥	侥
撟	挢
絞	绞
餃	饺
矯	矫
腳	脚
鉸	铰
攪	搅
繳	缴
嶠	峤
轎	轿
較	较
階	阶
癤	疖
節	节
訐	讦
傑	杰
詰	诘
潔	洁
結	结
頡	颉
鮚	鲒
屆	届
誡	诫
僅	仅
緊	紧
謹	谨
錦	锦
饉	馑
盡	尽
勁	劲
進	进
藎	荩
晉	晋
燼	烬
贐	赆
縉	缙
覲	觐
涇	泾
經	经
莖	茎
荊	荆
驚	惊
鯨	鲸
剄	刭
頸	颈
淨	净
弳	弪
徑	径
逕	径
脛	胫
痙	痉
競	竞
靚	靓
靜	静
鏡	镜
埛	炯
糾	纠
鳩	鸠
鬮	阄
舊	旧
廄	厩
鷲	鹫
駒	驹
鋦	锔
舉	举
櫸	榉
齟	龃
詎	讵
鉅	钜
劇	剧
懼	惧
據	据
颶	飓
鋸	锯
窶	窭
屨	屦
鵑	鹃
鎸	镌
鐫	镌
錈	锩
絹	绢
雋	隽
決	决
訣	诀
絕	绝
覺	觉
譎	谲
鐝	镢
钁	镢
軍	军
鈞	钧
皸	皲
駿	骏
開	开
鐦	锎
凱	凯
剴	剀
塏	垲
愷	恺
鎧	铠
鍇	锴
愾	忾
龕	龛
闞	阚
閌	闶
鈧	钪
銬	铐
軻	轲
痾	疴
鈳	钶
頦	颏
顆	颗
殼	壳
課	课
騍	骒
緙	缂
錁	锞
墾	垦
懇	恳
鏗	铿
摳	抠
瞘	眍
釦	扣
庫	库
絝	绔
嚳	喾
褲	裤
誇	夸
塊	块
儈	侩
鄶	郐
噲	哙
獪	狯
膾	脍
寬	宽
髖	髋
誆	诓
誑	诳
鄺	邝
壙	圹
纊	纩
況	况
曠	旷
礦	矿
貺	贶
虧	亏
巋	岿
窺	窥
匱	匮
憒	愦
潰	溃
蕢	蒉
饋	馈
簣	篑
聵	聩
崐	昆
錕	锟
鯤	鲲
梱	捆
閫	阃
睏	困
擴	扩
闊	阔
臘	腊
蠟	蜡
來	来
崍	崃
徠	徕
淶	涞
萊	莱
錸	铼
賚	赉
睞	睐
賴	赖
顂	赖
瀨	濑
癩	癞
籟	籁
蘭	兰
嵐	岚
攔	拦
欄	栏
惏	婪
闌	阑
藍	蓝
讕	谰
瀾	澜
襤	褴
斕	斓
籃	篮
鑭	镧
覽	览
攬	揽
纜	缆
欖	榄
嬾	懒
懶	懒
爛	烂
濫	滥
鋃	锒
閬	阆
撈	捞
勞	劳
嘮	唠
嶗	崂
癆	痨
鐒	铹
銠	铑
澇	涝
耮	耢
樂	乐
鰳	鳓
縲	缧
鐳	镭
誄	诔
壘	垒
淚	泪
類	类
纍	累
釐	厘
貍	狸
離	离
驪	骊
犂	犁
鸝	鹂
灕	漓
縭	缡
蘺	蓠
鱺	鲡
籬	篱
禮	礼
裡	里
裏	里
邐	逦
鋰	锂
鯉	鲤
鱧	鳢
曆	历
歷	历
厲	厉
麗	丽
勵	励
嚦	呖
壢	坜
瀝	沥
藶	苈
櫪	枥
癘	疠
隸	隶
儷	俪
櫟	栎
鬁	疬
癧	疬
茘	荔
轢	轹
酈	郦
慄	栗
礪	砺
礫	砾
蒞	莅
糲	粝
蠣	蛎
躒	跞
靂	雳
倆	俩
匲	奁
奩	奁
連	连
簾	帘
憐	怜
漣	涟
蓮	莲
聯	联
褳	裢
鰱	鲢
鐮	镰
斂	敛
璉	琏
臉	脸
襝	裣
蘞	蔹
練	练
孌	娈
煉	炼
戀	恋
殮	殓
鏈	链
瀲	潋
涼	凉
糧	粮
兩	两
魎	魉
諒	谅
輛	辆
遼	辽
療	疗
繚	缭
鐐	镣
鷯	鹩
釕	钌
獵	猎
鄰	邻
臨	临
轔	辚
鱗	鳞
凜	凛
廩	廪
懍	懔
檁	檩
賃	赁
藺	蔺
躪	躏
靈	灵
嶺	岭
淩	凌
鈴	铃
欞	棂
綾	绫
齡	龄
鯪	鲮
領	领
劉	刘
瀏	浏
餾	馏
騮	骝
鎦	镏
綹	绺
鋶	锍
鷚	鹨
龍	龙
嚨	咙
瀧	泷
蘢	茏
櫳	栊
瓏	珑
朧	胧
礱	砻
籠	笼
聾	聋
隴	陇
壟	垄
壠	垄
攏	拢
婁	娄
僂	偻
嘍	喽
蔞	蒌
樓	楼
耬	耧
螻	蝼
髏	髅
嶁	嵝
摟	搂
簍	篓
瘺	瘘
瘻	瘘
鏤	镂
嚕	噜
擼	撸
盧	卢
廬	庐
蘆	芦
壚	垆
瀘	泸
爐	炉
鑪	炉
櫨	栌
臚	胪
轤	轳
鸕	鸬
艫	舻
顱	颅
鱸	鲈
鹵	卤
虜	虏
擄	掳
魯	鲁
櫓	橹
鑥	镥
陸	陆
錄	录
賂	赂
輅	辂
淥	渌
祿	禄
濾	滤
轆	辘
鷺	鹭
氌	氇
驢	驴
閭	闾
櫚	榈
呂	吕
侶	侣
穭	稆
鋁	铝
屢	屡
縷	缕
褸	褛
慮	虑
綠	绿
孿	孪
巒	峦
攣	挛
欒	栾
鸞	鸾
臠	脔
灤	滦
鑾	銮
亂	乱
鋝	锊
掄	抡
侖	仑
倫	伦
圇	囵
淪	沦
綸	纶
輪	轮
論	论
羅	罗
儸	罗
玀	猡
腡	脶
蘿	萝
邏	逻
欏	椤
鑼	锣
籮	箩
騾	骡
鏍	镙
濼	泺
絡	络
犖	荦
駱	骆
媽	妈
嬤	嬷
馬	马
獁	犸
瑪	玛
碼	码
螞	蚂
榪	杩
罵	骂
駡	骂
嘜	唛
嗎	吗
買	买
蕒	荬
勱	劢
邁	迈
麥	麦
賣	卖
脈	脉
顢	颟
蠻	蛮
饅	馒
瞞	瞒
鰻	鳗
滿	满
蟎	螨
謾	谩
縵	缦
鏝	镘
貓	猫
氂	牦
錨	锚
鉚	铆
貿	贸
戼	帽
麼	么
沒	没
鎇	镅
鶥	鹛
鎂	镁
門	门
捫	扪
鍆	钔
悶	闷
燜	焖
懣	懑
們	们
懞	蒙
錳	锰
夢	梦
彌	弥
禰	祢
獼	猕
謎	谜
羋	芈
瞇	眯
覓	觅
冪	幂
謐	谧
綿	绵
黽	黾
緬	缅
靦	腼
麵	面
鶓	鹋
緲	缈
廟	庙
滅	灭
緍	缗
緡	缗
閔	闵
閩	闽
憫	悯
湣	愍
鰵	鳘
鳴	鸣
銘	铭
謬	谬
繆	缪
謨	谟
饃	馍
糢	模
歿	殁
驀	蓦
鏌	镆
謀	谋
畝	亩
鉬	钼
鎿	镎
內	内
納	纳
鈉	钠
難	难
饢	馕
撓	挠
鐃	铙
蟯	蛲
堖	垴
惱	恼
腦	脑
鬧	闹
訥	讷
餒	馁
鈮	铌
鯢	鲵
擬	拟
膩	腻
鮎	鲇
鯰	鲶
輦	辇
攆	撵
釀	酿
鳥	鸟
蔦	茑
裊	袅
隉	陧
聶	聂
嚙	啮
齧	啮
囁	嗫
鑷	镊
鎳	镍
顳	颞
躡	蹑
寧	宁
嚀	咛
擰	拧
獰	狞
檸	柠
聹	聍
濘	泞
紐	纽
鈕	钮
農	农
儂	侬
噥	哝
濃	浓
膿	脓
衖	弄
駑	驽
釹	钕
瘧	疟
儺	傩
諾	诺
鍩	锘
謳	讴
歐	欧
毆	殴
甌	瓯
鷗	鸥
嘔	呕
慪	怄
漚	沤
盤	盘
蹣	蹒
龐	庞
鉋	刨
皰	疱
賠	赔
錇	锫
珮	佩
轡	辔
噴	喷
鵬	鹏
紕	纰
鈹	铍
羆	罴
駢	骈
諞	谝
騙	骗
縹	缥
飄	飘
貧	贫
嬪	嫔
頻	频
顰	颦
評	评
憑	凭
蘋	苹
鮃	鲆
釙	钋
潑	泼
頗	颇
鉕	钷
僕	仆
撲	扑
鋪	铺
鏷	镤
樸	朴
譜	谱
鐠	镨
淒	凄
棲	栖
榿	桤
齊	齐
臍	脐
頎	颀
騏	骐
騎	骑
蠐	蛴
蘄	蕲
鰭	鳍
豈	岂
啓	启
啟	启
綺	绮
氣	气
訖	讫
棄	弃
薺	荠
磧	碛
遷	迁
僉	佥
釺	钎
牽	牵
慳	悭
鉛	铅
謙	谦
簽	签
騫	骞
蕁	荨
鈐	钤
錢	钱
鉗	钳
乹	乾
潛	潜
淺	浅
譴	谴
繾	缱
塹	堑
槧	椠
嗆	呛
羗	羌
戧	戗
槍	枪
蹌	跄
錆	锖
鏘	锵
鏹	镪
強	强
墻	墙
牆	墙
嬙	嫱
薔	蔷
檣	樯
搶	抢
羥	羟
繈	襁
熗	炝
磽	硗
蹺	跷
鍬	锹
繰	缲
喬	乔
僑	侨
蕎	荞
橋	桥
譙	谯
癄	憔
鞽	鞒
誚	诮
竅	窍
翹	翘
竊	窃
愜	惬
篋	箧
鍥	锲
親	亲
欽	钦
鋟	锓
寢	寝
唚	吣
撳	揿
氫	氢
輕	轻
傾	倾
鯖	鲭
頃	顷
請	请
慶	庆
窮	穷
煢	茕
瓊	琼
鰌	鳅
鰍	鳅
虯	虬
賕	赇
巰	巯
區	区
嶇	岖
詘	诎
驅	驱
軀	躯
趨	趋
鴝	鸲
臒	癯
齲	龋
闃	阒
覷	觑
權	权
詮	诠
輇	辁
銓	铨
顴	颧
綣	绻
勸	劝
卻	却
愨	悫
慤	悫
確	确
闋	阕
闕	阙
鵲	鹊
讓	让
蕘	荛
饒	饶
橈	桡
擾	扰
嬈	娆
繞	绕
熱	热
認	认
紉	纫
軔	轫
韌	韧
飪	饪
絨	绒
榮	荣
嶸	嵘
蠑	蝾
銣	铷
顬	颥
縟	缛
軟	软
銳	锐
閏	闰
潤	润
灑	洒
颯	飒
薩	萨
鰓	鳃
賽	赛
毿	毵
傘	伞
糝	糁
饊	馓
顙	颡
喪	丧
騷	骚
繅	缫
鰠	鳋
掃	扫
澀	涩
嗇	啬
銫	铯
穡	穑
殺	杀
紗	纱
鎩	铩
鯊	鲨
篩	筛
曬	晒
刪	删
姍	姗
釤	钐
閃	闪
陝	陕
訕	讪
騸	骟
繕	缮
贍	赡
鱔	鳝
傷	伤
殤	殇
觴	觞
賞	赏
緔	绱
燒	烧
紹	绍
賒	赊
捨	舍
厙	厍
設	设
懾	慑
攝	摄
灄	滠
紳	绅
詵	诜
審	审
讅	审
諗	谂
嬸	婶
瀋	渖
腎	肾
滲	渗
聲	声
勝	胜
澠	渑
繩	绳
聖	圣
屍	尸
師	师
詩	诗
獅	狮
濕	湿
釃	酾
鯴	鲺
時	时
識	识
實	实
蝕	蚀
塒	埘
蒔	莳
鰣	鲥
駛	驶
勢	势
視	视
試	试
飾	饰
貰	贳
適	适
軾	轼
鈰	铈
諡	谥
謚	谥
釋	释
壽	寿
獸	兽
綬	绶
書	书
紓	纾
樞	枢
攄	摅
輸	输
贖	赎
術	术
樹	树
竪	竖
豎	竖
數	数
帥	帅
閂	闩
雙	双
誰	谁
稅	税
順	顺
說	说
説	说
爍	烁
鑠	铄
碩	硕
絲	丝
噝	咝
鷥	鸶
緦	缌
螄	蛳
廝	厮
鍶	锶
飼	饲
駟	驷
鬆	松
慫	怂
聳	耸
訟	讼
誦	诵
頌	颂
蒐	搜
餿	馊
颼	飕
鎪	锼
擻	擞
藪	薮
蘇	苏
穌	稣
訴	诉
肅	肃
謖	谡
雖	虽
綏	绥
隨	随
嵗	岁
歲	岁
誶	谇
孫	孙
猻	狲
蓀	荪
損	损
筍	笋
縮	缩
嗩	唢
瑣	琐
鎖	锁
鉈	铊
獺	獭
鰨	鳎
撻	挞
闥	闼
駘	骀
臺	台
颱	台
檯	台
鮐	鲐
態	态
鈦	钛
貪	贪
攤	摊
灘	滩
癱	瘫
壇	坛
罈	坛
罎	坛
曇	昙
談	谈
錟	锬
譚	谭
鉭	钽
嘆	叹
歎	叹
賧	赕
湯	汤
鐋	铴
鏜	镗
餳	饧
儻	傥
燙	烫
濤	涛
絛	绦
縧	绦
韜	韬
鞀	鼗
討	讨
鋱	铽
騰	腾
謄	誊
銻	锑
綈	绨
緹	缇
鵜	鹈
題	题
體	体
屜	屉
薙	剃
闐	阗
條	条
齠	龆
鰷	鲦
糶	粜
銚	铫
貼	贴
鐵	铁
廳	厅
聽	听
烴	烃
鋌	铤
衕	同
銅	铜
統	统
慟	恸
頭	头
禿	秃
圖	图
凃	涂
塗	涂
釷	钍
團	团
摶	抟
頹	颓
頽	颓
蛻	蜕
飩	饨
託	托
脫	脱
馱	驮
駝	驼
鴕	鸵
鼉	鼍
橢	椭
籜	箨
窪	洼
媧	娲
襪	袜
膃	腽
彎	弯
灣	湾
紈	纨
頑	顽
輓	挽
綰	绾
萬	万
網	网
輞	辋
為	为
爲	为
韋	韦
圍	围
幃	帏
溈	沩
潙	沩
違	违
闈	闱
潿	涠
維	维
濰	潍
偉	伟
偽	伪
僞	伪
緯	纬
葦	苇
煒	炜
瑋	玮
諉	诿
韙	韪
鮪	鲔
衛	卫
謂	谓
蝟	猬
溫	温
紋	纹
聞	闻
閿	阌
穩	稳
問	问
撾	挝
渦	涡
萵	莴
窩	窝
蝸	蜗
齷	龌
烏	乌
鄔	邬
嗚	呜
誣	诬
鎢	钨
無	无
吳	吴
蕪	芜
塢	坞
嫵	妩
廡	庑
憮	怃
鵡	鹉
務	务
誤	误
騖	骛
霧	雾
鶩	鹜
誒	诶
犧	牺
錫	锡
習	习
襲	袭
覡	觋
璽	玺
銑	铣
戯	戏
戲	戏
繫	系
係	系
餼	饩
細	细
鬩	阋
蝦	虾
俠	侠
峽	峡
狹	狭
硤	硖
轄	辖
嚇	吓
廈	厦
縴	纤
纖	纤
秈	籼
薟	莶
躚	跹
鍁	锨
鮮	鲜
閑	闲
賢	贤
鹹	咸
嫻	娴
銜	衔
癇	痫
鷳	鹇
鷴	鹇
顯	显
險	险
獫	猃
蜆	蚬
蘚	藓
縣	县
峴	岘
莧	苋
現	现
綫	线
線	线
憲	宪
餡	馅
獻	献
鄉	乡
薌	芗
廂	厢
緗	缃
驤	骧
鑲	镶
詳	详
響	响
餉	饷
饗	飨
鯗	鲞
曏	向
項	项
梟	枭
嘵	哓
驍	骁
綃	绡
蕭	萧
銷	销
瀟	潇
簫	箫
囂	嚣
曉	晓
嘯	啸
協	协
脅	胁
挾	挟
諧	谐
攜	携
擷	撷
纈	缬
寫	写
瀉	泻
紲	绁
絏	绁
褻	亵
謝	谢
訢	欣
鋅	锌
釁	衅
興	兴
陘	陉
洶	汹
鵂	鸺
饈	馐
綉	绣
銹	锈
須	须
鬚	须
頊	顼
虛	虚
噓	嘘
許	许
詡	诩
敘	叙
緒	绪
續	续
漵	溆
軒	轩
諼	谖
懸	悬
鏇	旋
選	选
癬	癣
絢	绚
鉉	铉
學	学
澩	泶
鱈	鳕
謔	谑
勛	勋
塤	埙
尋	寻
馴	驯
詢	询
潯	浔
鱘	鲟
訓	训
訊	讯
遜	逊
壓	压
鴉	鸦
鵶	鸦
椏	桠
鴨	鸭
啞	哑
瘂	痖
亞	亚
訝	讶
埡	垭
婭	娅
氬	氩
懨	恹
煙	烟
閹	阉
訁	讠
閆	闫
嚴	严
鹽	盐
閻	阎
顏	颜
顔	颜
兗	兖
儼	俨
厴	厣
縯	演
魘	魇
鼴	鼹
厭	厌
彥	彦
硯	砚
艷	艳
豔	艳
驗	验
諺	谚
灧	滟
灩	滟
釅	酽
讞	谳
饜	餍
讌	燕
贋	赝
贗	赝
鴦	鸯
揚	扬
颺	扬
陽	阳
楊	杨
煬	炀
瘍	疡
養	养
癢	痒
樣	样
堯	尧
餚	肴
軺	轺
窯	窑
謠	谣
搖	摇
遙	遥
瑤	瑶
鰩	鳐
葯	药
藥	药
鷂	鹞
燿	耀
爺	爷
鋣	铘
業	业
葉	叶
頁	页
鄴	邺
曄	晔
燁	烨
謁	谒
靨	靥
醫	医
銥	铱
儀	仪
詒	诒
飴	饴
貽	贻
遺	遗
頤	颐
彞	彝
釔	钇
艤	舣
蟻	蚁
義	义
億	亿
憶	忆
藝	艺
議	议
異	异
囈	呓
譯	译
嶧	峄
懌	怿
繹	绎
詣	诣
驛	驿
軼	轶
誼	谊
縊	缢
瘞	瘗
鎰	镒
鐿	镱
陰	阴
蔭	荫
銦	铟
銀	银
齦	龈
飲	饮
隱	隐
癮	瘾
應	应
鶯	莺
嬰	婴
嚶	嘤
攖	撄
纓	缨
罌	罂
櫻	樱
瓔	璎
鸚	鹦
鷹	鹰
塋	茔
滎	荥
熒	荧
瑩	莹
螢	萤
營	营
縈	萦
瀅	滢
鎣	蓥
瀠	潆
蠅	蝇
贏	赢
潁	颍
穎	颖
癭	瘿
喲	哟
傭	佣
擁	拥
癰	痈
鄘	墉
鏞	镛
鱅	鳙
詠	咏
踴	踊
優	优
憂	忧
猶	犹
郵	邮
蓧	莜
蕕	莸
鈾	铀
遊	游
魷	鱿
銪	铕
誘	诱
紆	纡
餘	余
歟	欤
魚	鱼
娛	娱
諛	谀
漁	渔
崳	嵛
覦	觎
輿	舆
與	与
傴	伛
嶼	屿
俁	俣
語	语
齬	龉
馭	驭
訏	吁
嫗	妪
飫	饫
鬱	郁
獄	狱
鈺	钰
預	预
諭	谕
閾	阈
禦	御
鵒	鹆
蕷	蓣
譽	誉
鷸	鹬
鳶	鸢
鴛	鸳
淵	渊
員	员
園	园
圓	圆
緣	缘
黿	鼋
轅	辕
櫞	橼
遠	远
願	愿
約	约
鑰	钥
鈅	钥
籥	钥
悅	悦
鉞	钺
閱	阅
閲	阅
躍	跃
粵	粤
雲	云
勻	匀
紜	纭
蕓	芸
鄖	郧
氳	氲
隕	陨
殞	殒
運	运
鄆	郓
惲	恽
暈	晕
醖	酝
醞	酝
慍	愠
韞	韫
韻	韵
蘊	蕴
雜	杂
災	灾
載	载
欑	攒
儹	攒
攢	攒
趲	趱
暫	暂
贊	赞
鏨	錾
瓚	瓒
賍	赃
贓	赃
贜	赃
駔	驵
髒	脏
臟	脏
鑿	凿
棗	枣
竈	灶
則	则
擇	择
澤	泽
責	责
嘖	啧
幘	帻
簀	箦
賾	赜
賊	贼
譖	谮
繒	缯
鋥	锃
贈	赠
軋	轧
閘	闸
鍘	铡
詐	诈
柵	栅
齋	斋
債	债
氈	毡
譫	谵
斬	斩
盞	盏
嶄	崭
輾	辗
戰	战
棧	栈
綻	绽
驏	骣
張	张
漲	涨
帳	帐
脹	胀
賬	账
釗	钊
詔	诏
趙	赵
輒	辄
蟄	蛰
謫	谪
轍	辙
鍺	锗
這	这
鷓	鹧
貞	贞
針	针
偵	侦
湞	浈
